EAN,Descricao,Validade,Status,Setor,DataCadastro
7896094930544,CURC AOX+ 30CP,2027-11,ativo,MARCOS,2026-02-21
7896658026850,BIOZINC KIDS 2MG 75ML GUARANA,2028-08,ativo,MARCOS,2026-02-21
7896658048654,SANY D CALCIO 2000UI + 300MG 30CP,2027-12,ativo,MARCOS,2026-02-21
7898948648629,OGESTAN PRE 30CPS,2027-09,ativo,MARCOS,2026-02-21
7891142982537,ADDERA MAX 30CP,2027-07,ativo,MARCOS,2026-02-21
7898582270316,COMPLEXO B 100CP GALLIA,2027-02,ativo,MARCOS,2026-02-21
7891317039097,FERROVITAN C/ COLINA 60ML FRUTAS,2027-05,ativo,MARCOS,2026-02-21
7894916514422,FIXARE 60CP,2027-11,ativo,MARCOS,2026-02-21
7898430191084,MAXXI D3 KIDS 200UI/GOTA 10ML TUTTI FRUTTI,2027-06,ativo,MARCOS,2026-02-21
7899824401529,ZIRVIT KIDS MAX 100ML TUTTI FRUTTI,2027-10,ativo,MARCOS,2026-02-21
7894916514415,FIXARE 30CP,2027-05,ativo,MARCOS,2026-02-21
7896094918634,ADDERA D3 1.000UI GTS 5ML,2027-12,ativo,MARCOS,2026-02-21
7899824401529,ZIRVIT KIDS MAX 100ML TUTTI FRUTTI,2027-10,ativo,MARCOS,2026-02-21
7898430191084,MAXXI D3 KIDS 200UI/GOTA 10ML TUTTI FRUTTI,2027-06,ativo,MARCOS,2026-02-21
7898430194689,DPREV 400UI GTS 10ML FRUTAS,2027-09,ativo,MARCOS,2026-02-21
7891317018122,ALTA D 500UI GTS 10ML,2027-08,ativo,MARCOS,2026-02-21
7891317144166,AIDE 3 GTS 10ML LIMAO,2027-07,ativo,MARCOS,2026-02-21
7896658038723,SANY D 200UI GT MACA VERDE 20ML,2027-09,ativo,MARCOS,2026-02-21
7896658037917,SANY D 2.000UI 30CPS,2027-06,ativo,MARCOS,2026-02-21
7892828002303,ADEFORTE TURBO 3ML ORAL,2027-10,ativo,MARCOS,2026-02-21
7891106006286,REDOXON 200MG GOTAS 20ML,2027-02,ativo,MARCOS,2026-02-21
7896094926080,VITASAY A-Z HOMEM 30CP,2027-04,ativo,MARCOS,2026-02-21
7896094917712,ADDERA D3 2.000UI 30CPS GEL,2027-09,ativo,MARCOS,2026-02-21
7908348616293,BEM VITA VIT C 10CP EFERV,2027-11,ativo,MARCOS,2026-02-21
7908348616323,BEM VITA VIT C D + ZINCO 30CP EFERV,2027-05,ativo,MARCOS,2026-02-21
7896006218104,BIO-C TRIPLA ACAO 30CP EFERV,2028-12,ativo,MARCOS,2026-02-21
7891058001643,TARGIFOR CEWIN 200MG/ML GOTAS 20ML LARANJA,2027-02,ativo,MARCOS,2026-02-21
7896004700502,APEVITIN BC 4MG 240ML XPE,2027-09,ativo,MARCOS,2026-02-21
7898430194719,DPREV IMUNE KIDS 75ML,2027-07,ativo,MARCOS,2026-02-21
7892828001580,TRIADE MULHER 30CPS,2027-03,ativo,MARCOS,2026-02-21
7898074617322,FLUIMUCIL D 600MG 16ENV,2027-03,ativo,MARCOS,2026-02-21
7891317013783,AIRES 600MG GRAN 16ENV,2027-09,ativo,MARCOS,2026-02-21
7899095239401,CISTEIL 600MG/G 16ENV,2027-07,ativo,MARCOS,2026-02-21
7908738902920,SUPL ALIM ACETIL CLEAR 600MG 16 SACHES 5GR LARANJA,2027-08,ativo,MARCOS,2026-02-21
7898736850098,CISTELIV 600MG 16 SACHES,2027-09,ativo,MARCOS,2026-02-21
7898655579933,ACETILCISTEINA 600MG 16ENV HEALTH LABS,2028-01,ativo,MARCOS,2026-02-21
7908738902937,ACETIL CLEAR 40MG/ML 120ML MORANGO,2027-11,ativo,MARCOS,2026-02-21
7898074617438,FLUIMUCIL 40MG/ML XPE ADU 120ML MORANGO,2027-03,ativo,MARCOS,2026-02-21
7899095203556,CISTEIL 40MG/ML 120ML XPE ADU MORANGO,2027-04,ativo,MARCOS,2026-02-21
7896181922285,ACETILCISTEINA 40MG 120ML GN BIOSINTETICA,2027-01,ativo,MARCOS,2026-02-21
7898074617445,FLUIMUCIL 20MG/ML XPE PED 120ML FRAMBOESA,2027-03,ativo,MARCOS,2026-02-21
7899095203532,CISTEIL 20MG/ML 120ML XPE INF FRAMBOESA,2027-06,ativo,MARCOS,2026-02-21
7891317025090,AIRES XPE 20MG/ML 120ML,2027-09,ativo,MARCOS,2026-02-21
7899095233805,ACETILCISTEINA 20MG 120ML GN GEO,2027-04,ativo,MARCOS,2026-02-21
7896920305638,ECOFLUX XPE 120ML MEL E AGRIAO,2027-02,ativo,MARCOS,2026-02-21
7898927111311,STODAL 4CH 150ML,2026-12,ativo,MARCOS,2026-02-21
7891317015985,TORANTE XPE 15MG 100ML,2027-08,ativo,MARCOS,2026-02-21
7896023703508,HEDERA HELIX XPE 150ML CATARINENSE,2027-09,ativo,MARCOS,2026-02-21
7896094928527,BENETOSSE 15MG/ML XPE 100ML,2027-04,ativo,MARCOS,2026-02-21
7896714274799,BLUMEL HEDERA 15MG 100ML,2027-07,ativo,MARCOS,2026-02-21
7896331707106,HEDERA FLUX 100ML,2027-05,ativo,MARCOS,2026-02-21
7896331707113,HEDERA FLUX 200ML,2027-11,ativo,MARCOS,2026-02-21
7896023788796,G500 BALSAMICO 150ML,2027-07,ativo,MARCOS,2026-02-21
7896023719899,MELAGRIAO XPE 150ML,2027-04,ativo,MARCOS,2026-02-21
7896523228150,"CIMETOSSE 13,33MG/ML XPE 120ML",2027-05,ativo,MARCOS,2026-02-21
7896004812168,EXPEC XPE 120ML LEG,2027-06,ativo,MARCOS,2026-02-21
7896094931534,"TOSSEXPEC 0,4+20+4MG+6MG/ML XPE 120ML",2027-09,ativo,MARCOS,2026-02-21
7898040329952,SEDAVAN 6MG/ML XPE AD 100ML FRAMBOESA,2026-10,ativo,MARCOS,2026-02-21
7896523207681,AMBROXMEL 6MG/ML XPE AD 120ML,2027-04,ativo,MARCOS,2026-02-21
7896181909279,AMBROXOL AD 120ML GN BIO,2028-03,ativo,MARCOS,2026-02-21
7891058021573,MUCOSOLVAN XPE 15MG/5ML PED 120ML FRUTAS VERMELHAS,2027-06,ativo,MARCOS,2026-02-21
7896714260051,AMBROXOL-NEOSSOLVAN XPE INF 120ML,2026-08,ativo,MARCOS,2026-02-21
7896523207667,AMBROXMEL 3MG/ML XPE PED 120ML,2027-04,ativo,MARCOS,2026-02-21
7896112127338,AMBROXOL PED 15MG/5ML 120ML GN TEUTO BAUNILHA,2027-03,ativo,MARCOS,2026-02-21
7896523207643,AMBROXOL PED 15MG/5ML 120ML GN CIMED CEREJA,2027-06,ativo,MARCOS,2026-02-21
7894916372787,AMBROXOL PED 15MG/5ML 120ML GN EMS FRAMBOESA,2027-09,ativo,MARCOS,2026-02-21
7897848500563,"AMBROXOL 7,5MG/ML GOTAS 50ML GN NATIVITA",2026-09,ativo,MARCOS,2026-02-21
7891058021610,"BISOLVON XPE ADU 1,6MG/ML 120ML CEREJA",2027-06,ativo,MARCOS,2026-02-21
7896004720241,BROMEXINA XPE PED 4MG/5ML 120ML GN EMS,2027-01,ativo,MARCOS,2026-02-21
7896006259701,HYTOS PLUS XPE 100ML,2027-09,ativo,MARCOS,2026-02-21
7898074618183,"SEKI 3,54MG/ML XPE 120ML COCO",2028-06,ativo,MARCOS,2026-02-21
7896004770222,"CLOPE 3,54MG/ML 120ML COCO",2027-04,ativo,MARCOS,2026-02-21
7896004772332,"CLOPERASTINA 3,54MG 120ML GN EMS",2027-09,ativo,MARCOS,2026-02-21
7896006216308,ECOS 3MG/ML XPE 120ML,2027-05,ativo,MARCOS,2026-02-21
7896253900920,VIBRAL 3MG/ML XPE ADU 120ML FRAMBOESA,2028-06,ativo,MARCOS,2026-02-21
7896658021121,"NOTUSS TSS XPE ADU 3,0MG 120ML MEL",2027-03,ativo,MARCOS,2026-02-21
7896181922377,DROPROPIZINA XPE ADL 120ML GN BIO,2027-08,ativo,MARCOS,2026-02-21
7896658021381,"NOTUSS TSS XPE PED 1,5MG 120ML MORANGO",2027-03,ativo,MARCOS,2026-02-21
7896253900913,"VIBRAL 1,5MG/ML XPE PED 120ML FRAMBOESA",2027-09,ativo,MARCOS,2026-02-21
7896026130004,GOTAS BINELLI 30MG/ML 10ML,2028-08,ativo,MARCOS,2026-02-21
7896004700571,CARBOCISTEINA 50MG 100ML GN EMS,2026-10,ativo,MARCOS,2026-02-21
7896523202204,LORATAMED 1MG/ML XPE 100ML,2027-02,ativo,MARCOS,2026-02-21
7896523207704,LORATADINA 1MG/ML XPE 100ML GN CIMED,2027-09,ativo,MARCOS,2026-02-21
7896006247746,HISTADIN 1MG 100ML,2027-08,ativo,MARCOS,2026-02-21
7500435209786,VICK XPE MEL 16MG/ML 100ML,2026-09,ativo,MARCOS,2026-02-21
7500435153072,VICK XPE PED 200MG/15ML 120ML CEREJA,2026-09,ativo,MARCOS,2026-02-21
7590002023228,VICK XPE 44E 120ML,2027-05,ativo,MARCOS,2026-02-21
7898014560268,RESFEDRYL SOL ORAL 100ML,2027-06,ativo,MARCOS,2026-02-21
7896331701661,RESFENOL XPE 100ML,2027-07,ativo,MARCOS,2026-02-21
7896004704999,"DEXCLORFENIRAMINA 0,4MG/ML 120ML GN EMS",2026-09,ativo,MARCOS,2026-02-21
7899547503296,"DEXCLORFENIRAMINA 0,4MG/ML 100ML GN PRATI",2026-08,ativo,MARCOS,2026-02-21
7896714219318,"HISTAMIN 0,4MG/ML XPE 100ML",2027-06,ativo,MARCOS,2026-02-21
7896658049620,DECONTOSSE 40MG/ML SUSP 100ML,2027-10,ativo,MARCOS,2026-02-21
7896714293387,BRONFENIRAMINA+FENILEFRINA XPE 120ML GN NQ,2027-05,ativo,MARCOS,2026-02-21
7896094929371,"DESCON 0,4MG+1MG/ML XPE 120ML",2026-11,ativo,MARCOS,2026-02-21
7896658001918,"DECONGEX PLUS 0,4+1MG/ML XPE 120ML",2027-02,ativo,MARCOS,2026-02-21
7896181911128,LORATADINA XPE 1MG/ML 100ML GN BIO,2027-01,ativo,MARCOS,2026-02-21
7898148294473,LORATADINA XPE 1MG/ML 100ML GN PRATI,2027-03,ativo,MARCOS,2026-02-21
7894916372770,LORATADINA 1MG/ML XPE 100ML GN EMS,2027-06,ativo,MARCOS,2026-02-21
7897337712927,"DESALEX 0,5MG/ML XPE 60ML",2027-08,ativo,MARCOS,2026-02-21
7896181922667,"DESLORATADINA 0,5ML 100ML GN BIO",2027-08,ativo,MARCOS,2026-02-21
7896004770895,ALLEXOFEDRIN PED 6MG/ML 60ML,2027-05,ativo,MARCOS,2026-02-21
7896004794075,FEXOFENADINA 6MG/ML 150ML GN EMS,2027-06,ativo,MARCOS,2026-02-21
7891317038557,FEXOFENADINA 6MG/ML 150ML GN EURO,2028-07,ativo,MARCOS,2026-02-21
7898152460994,PASSIFLORA INCARNATA AS ERVAS CURAM 400MG 50CPS,2027-02,ativo,MARCOS,2026-02-21
7896331707946,"RITMONEURAN RTM 182,93MG 20CPS",2027-06,ativo,MARCOS,2026-02-21
7898430192685,TENSART 360MG 30CP,2026-12,ativo,MARCOS,2026-02-21
7898430192692,TENSART 30 857MG 30CP,2027-02,ativo,MARCOS,2026-02-21
7898430192708,TENSART 100MG/ML 100ML,2026-08,ativo,MARCOS,2026-02-21
7896094918894,MARACUGINA PI 840MG 20CP,2027-08,ativo,MARCOS,2026-02-21
7896112480846,SERENUS 20CP,2026-10,ativo,MARCOS,2026-02-21
7896226109688,PASALIX 20CP,2028-09,ativo,MARCOS,2026-02-21
7896226109695,PASALIX 30CP,2028-03,ativo,MARCOS,2026-02-21
7896226109701,PASALIX 60CP,2028-03,ativo,MARCOS,2026-02-21
7896226109909,PASALIX PI 1000MG 20CP,2027-09,ativo,MARCOS,2026-02-21
7896226100296,PASALIX PI 500MG 20CP,2027-02,ativo,MARCOS,2026-02-21
7896226100302,PASALIX PI 500MG 30CP,2027-09,ativo,MARCOS,2026-02-21
7896226100319,PASALIX PI 500MG 60CP,2027-06,ativo,MARCOS,2026-02-21
7896714274423,EQUILIBRISSE 420MG 10CP,2027-07,ativo,MARCOS,2026-02-21
7898505096375,ALPHALIV 900MG 20CP,2027-04,ativo,MARCOS,2026-02-21
7896658013072,SINTOCALMY 300MG 40CP,2027-02,ativo,MARCOS,2026-02-21
7896658021428,SINTOCALMY 600MG 30CP,2027-08,ativo,MARCOS,2026-02-21
7898133136047,SEAKALM 260MG 20CP,2027-07,ativo,MARCOS,2026-02-21
7899470800882,SEAKALM 90MG/ML SOL 100ML NATULAB,2027-05,ativo,MARCOS,2026-02-21
7895858017156,CALMAN 20CP,2027-11,ativo,MARCOS,2026-02-21
7895858017149,CALMAN LIQ 100ML,2028-02,ativo,MARCOS,2026-02-21
7896677704890,NERVOCALM 250MG 20CP,2027-06,ativo,MARCOS,2026-02-21
7896677701615,NERVOCALM 250MG 60CP,2027-11,ativo,MARCOS,2026-02-21
7893093067240,ANSIODORON 80CP WELEDA,2027-06,ativo,MARCOS,2026-02-21
7898908753301,NEUREXAN 50CP SL,2026-07,ativo,MARCOS,2026-02-21
7896094929548,MELATONUM COMPLETE 30CPS,2027-01,ativo,MARCOS,2026-02-21
7896094929289,MARACUGINA ME MELATONINA+TRIPTO 30CPS,2027-09,ativo,MARCOS,2026-02-21
7896108016998,SONOPAX TRIPTOFANO + MELATONINA 30CPS,2026-10,ativo,MARCOS,2026-02-21
7908738907260,QUALIVITA TRIPTOFANO+MAGNESIO SOFTGEL 30CPS,2027-05,ativo,MARCOS,2026-02-21
7898430194269,PROMIND MELATONINA 60CP,2027-06,ativo,MARCOS,2026-02-21
7896920303894,LEEPZ 30CP ECOFITUS,2028-08,ativo,MARCOS,2026-02-21
7896094928985,MELATONUM MAX FR 30ML,2028-09,ativo,MARCOS,2026-02-21
7896094929234,MARACUGINA ME MELATONINA 30ML,2027-09,ativo,MARCOS,2026-02-21
7898661012264,MELATONINA PURA VIDA 20ML GTS MARACUJA,2026-07,ativo,MARCOS,2026-02-21
7896321037237,GUMMY NIGHT MELATONINA FRAMBOESA 30 GOMAS,2027-05,ativo,MARCOS,2026-02-21
7896023770920,MELATONINA 90CP UNIFABRA,2027-05,ativo,MARCOS,2026-02-21
7897947601161,LAVITAN MELATONINA 90CP MASTIG MARACUJA,2027-10,ativo,MARCOS,2026-02-21
7897947601178,LAVITAN MELATONINA 150CP MASTIG MARACUJA,2027-11,ativo,MARCOS,2026-02-21
7897917002301,CASTANHA DA INDIA BELFAR 100MG 60CP,2027-10,ativo,MARCOS,2026-02-21
7899470803975,VARIVAX 300MG 30CP,2027-09,ativo,MARCOS,2026-02-21
7898133136450,VARIVAX 100MG 30CP,2027-07,ativo,MARCOS,2026-02-21
7896331709193,CASTANHA DA INDIA-PROCTOCAPS 20CPS HERTZ,2027-01,ativo,MARCOS,2026-02-21
7896004817477,A SAUDE DA MULHER 150ML,2027-05,ativo,MARCOS,2026-02-21
7896637033589,ARPADOL 400MG 30CP,2027-06,ativo,MARCOS,2026-02-21
7896331708837,SAB SANASAR 100MG/G 60GR ERVA DOCE,2028-11,ativo,MARCOS,2026-02-21
7896094920248,ESCABIN PRO 4% EMULSAO 100ML,2027-11,ativo,MARCOS,2026-02-21
7899095203662,KAODINE 5% LOCAO 60ML,2028-09,ativo,MARCOS,2026-02-21
7896523209364,PEDILETAN 1% LOCAO 60ML,2027-09,ativo,MARCOS,2026-02-21
7896714290553,VITAMINAS NEO QUIMICA MELATONINA 90CP,2027-08,ativo,MARCOS,2026-02-21
7896094925816,VITASAY MELATONINA FR 90CP,2028-02,ativo,MARCOS,2026-02-21
7899869705835,QUALIVITA MELATONINA FR 60CPS,2028-06,ativo,MARCOS,2026-02-21
7899898601719,"SEAKALM MELATONINA 0,21MG 90CP MASTI",2028-10,ativo,MARCOS,2026-02-21
7893454300115,ACERATUN 100MG/ML GOTAS 10ML,2028-08,ativo,MARCOS,2026-02-21
7896548140284,"CERUMIN 0,4+140MG/ML 8ML OTOLOGICO",2026-10,ativo,MARCOS,2026-02-21
7896637022439,OTO-XILODASE GTS 8 ML,2027-02,ativo,MARCOS,2026-02-21
7896006212072,OXIBERRY 30 SACHES 5GR,2027-06,ativo,MARCOS,2026-02-21
7898430191244,UROCRAN 30CPS,2027-07,ativo,MARCOS,2026-02-21
7896112406617,ELLURA 200MG 30CPS,2026-06,ativo,MARCOS,2026-02-21
7892828001405,SEPURIN 20DRG,2026-11,ativo,MARCOS,2026-02-21
7896004801216,CYSTEX 24DRG,2027-05,ativo,MARCOS,2026-02-21
7892953001370,PYRIDIUM 100MG 25DRG,2027-08,ativo,MARCOS,2026-02-21
7892953001387,PYRIDIUM 200MG 18DRG,2028-08,ativo,MARCOS,2026-02-21
7898928257018,NIQUITIN 7MG 7 ADESIVOS TRANSP *PARA COMIGO*,2027-09,ativo,MARCOS,2026-02-21
7898928257025,NIQUITIN 14MG 7 ADESIVOS TRANSP *PARA COMIGO*,2028-07,ativo,MARCOS,2026-02-21
7898928257032,NIQUITIN 21MG 7 ADESIVOS TRANSP *PARA COMIGO*,2028-06,ativo,MARCOS,2026-02-21
7891010970871,Nicorette 2mg 30,2027-02,ativo,MARCOS,2026-02-21
7891010970888,Nicorette 4mg 30,2027-04,ativo,MARCOS,2026-02-21
7898927111304,QUIETUDE 20 FLACONETES,2027-12,ativo,MARCOS,2026-02-21
7897129300059,CAMOMILINA C 20CPS,2028-10,ativo,MARCOS,2026-02-21
7896112408864,GEL BUCAL GENGI BABY 10GR D,2027-06,ativo,MARCOS,2026-02-21
7896112403340,AD-MUC GEL BUCAL KIDS 10GR,2027-06,ativo,MARCOS,2026-02-21
7896112452461,AD-MUC 10% POM 10GR,2027-02,ativo,MARCOS,2026-02-21
7891142171191,POLARAMINE 10MG CR DERM 30GR,2027-10,ativo,MARCOS,2026-02-21
7896714226033,HISTAMIN 10MG/G CR DERM 30GR,2027-11,ativo,MARCOS,2026-02-21
7896006267072,HIDROCORTISONA 10MG CREME 20GR GN UQ,2028-10,ativo,MARCOS,2026-02-21
7896006212584,PROCTFIS H POMADA 20GR + APLIC,2027-11,ativo,MARCOS,2026-02-21
7896641805905,PROCTYL 100MG+27MG 15 SUPOSITORIOS,2027-08,ativo,MARCOS,2026-02-21
7896641801792,PROCTYL POMADA 30GR +10APLIC,2027-03,ativo,MARCOS,2026-02-21
7898949409465,PROCTAN HEMORROIDAS 25GR,2027-05,ativo,MARCOS,2026-02-21
7898040329785,VARICELL PROCT POM 25GR,2026-11,ativo,MARCOS,2026-02-21
7896523202020,KURAMED HEMOFISS POM 30GR + 10 APLIC,2027-06,ativo,MARCOS,2026-02-21
7896331700459,PROCTOSAN POM 20GR + 1APLIC,2027-09,ativo,MARCOS,2026-02-21
7899811100596,BASILICAO UBER PHARMA POM 27GR,2028-10,ativo,MARCOS,2026-02-21
7896676427745,"KOLLAGENASE 0,6U/G POM DERM 30GR",2027-11,ativo,MARCOS,2026-02-21
7896112403418,CONTRACTUBEX GEL 20GR,2027-06,ativo,MARCOS,2026-02-21
7891317412661,PROFLAM 15MG/G CR 30GR,2027-04,ativo,MARCOS,2026-02-21
7896658006432,ACHEFLAN 5MG/G CR DERM 30GR,2027-07,ativo,MARCOS,2026-02-21
7898560661563,REPARIL GEL 30GR,2027-02,ativo,MARCOS,2026-02-21
7896004786858,PENVIR LABIA CR 1% 5GR,2027-07,ativo,MARCOS,2026-02-21
7899811100237,URUDERM Q-ALIV POM 30GR,2028-08,ativo,MARCOS,2026-02-21
7896004715902,NEOMICINA+BACITRACINA POM 15GR GN EMS,2027-09,ativo,MARCOS,2026-02-21
7898927111113,CAMILIA 10 FLACONETES 1ML,2027-09,ativo,MARCOS,2026-02-23
7894916325868,MUCOS EXPEC 600MG LARANJA 10ENV 5GR,2027-06,ativo,MARCOS,2026-02-23
7896714236223,NEOTOSS 3MG/ML XPE ADU 100ML,2028-07,ativo,MARCOS,2026-02-23
7896094929401,"DESCON 2MG+2,5MG/ML GTS 20ML",2026-06,ativo,MARCOS,2026-02-23
7896472521814,FEXOFENADINA 6MG/ML 150ML GN NOVAQ,2027-02,ativo,MARCOS,2026-02-23
7899470807652,SEAKALM 600MG 20CP,2027-07,ativo,MARCOS,2026-02-23
7899470807652,SEAKALM 600MG 20CP,2027-08,ativo,MARCOS,2026-02-23
7898665433188,VITAFOR MELATONINA GTS 20ML,2027-09,ativo,MARCOS,2026-02-23
7896920307656,LEEPZ GOTAS 30ML,2027-10,ativo,MARCOS,2026-02-23
7899824401543,CISTOP D-MANOSE 2GR 30CP MASTIG CRAMBERRY,2026-06,ativo,MARCOS,2026-02-23
7898927111304,QUIETUDE 20 FLACONETES,2027-12,ativo,MARCOS,2026-02-23
7896006202226,FERID POM DERM 10GR,2027-09,ativo,MARCOS,2026-02-23
7898655576512,17898655576519,2027-11,ativo,MARCOS,2026-02-23
7896112127680,"DEXCLORFENIRAMINA 0,4MG/ML 100ML GN TEUTO",2027-05,ativo,MARCOS,2026-02-23
7896112180616,PROFERGAN 20MG/G CR DERM 30GR,2027-09,ativo,MARCOS,2026-02-23
7898636641086,AMORA MIURA 500MG 60CPS,2027-06,ativo,MARCOS,2026-02-23
7898133136634,ARLIVRY 7MG/ML XPE 100ML SABOR CEREJA,2027-07,ativo,MARCOS,2026-02-23
7897947620582,LAVITAN VITAMINA E 30CPS,2027-05,ativo,MARCOS,2026-02-23
7896523202204,LORATAMED 1MG/ML XPE 100ML,2027-02,ativo,MARCOS,2026-02-23
7897917000178,"DELTAPIL SH 0,20MG/ML 100ML",2027-09,ativo,MARCOS,2026-02-23
7896685302095,QUITLIS SOL ORAL 150ML,2027-08,ativo,MARCOS,2026-02-25
7899420501456,VIVOSSO PRO 60CP,2027-10,ativo,MARCOS,2026-02-25
7896226110226,VITERGAN COG 60CP,2027-11,ativo,MARCOS,2026-02-25
7898430194719,DPREV IMUNE KIDS 75ML,2027-07,ativo,MARCOS,2026-02-25
7896094927261,CURC 400MG 60CP,2027-09,ativo,MARCOS,2026-02-25
7899824401048,ZIRVIT MULTI 30CP,2027-09,ativo,MARCOS,2026-02-25
7891058022730,OSCAL D 500MG + VIT D 1.000UI 60CP,2027-12,ativo,MARCOS,2026-02-25
7896658038730,SANY D 200UI GT MACA VERDE 10ML,2027-10,ativo,MARCOS,2026-02-25
7891010255725,REFIL HIDR FACIAL NEUTROGENA HYDRO BOOST 50GR,2026-04,ativo,MARCOS,2026-03-14
7896094921870,ONDIF 4MG 10 FILMES,2026-05,ativo,MARCOS,2026-03-14
